codigo_ibge,ano,turno,data_eleicao,cargo,aptos,secoes,comparecimento,abstencoes,votos_validos,votos_brancos,votos_nulos,votos_nominais,votos_legenda
4219358,2008,1,2008-10-05,vereador,4303,12,3938,365,3854,28,56,3632,222
4219408,2008,1,2008-10-05,prefeito,2891,7,2792,99,2733,14,45,2733,0
4219408,2008,1,2008-10-05,vereador,2891,7,2792,99,2729,14,49,2629,100
4219507,2008,1,2008-10-05,prefeito,29882,91,26176,3706,24558,642,976,24558,0
4219507,2008,1,2008-10-05,vereador,29882,91,26176,3706,25117,708,351,23106,2011
4219606,2008,1,2008-10-05,prefeito,3305,15,3245,60,3161,15,69,3161,0
4219606,2008,1,2008-10-05,vereador,3305,15,3245,60,3190,15,40,3049,141
4219705,2008,1,2008-10-05,prefeito,18765,55,16958,1807,16339,227,392,16339,0
4219705,2008,1,2008-10-05,vereador,18765,55,16958,1807,16266,379,313,15201,1065
4219853,2008,1,2008-10-05,prefeito,2136,8,2088,48,2040,21,27,2040,0
4219853,2008,1,2008-10-05,vereador,2136,8,2088,48,2043,13,32,1963,80
4205407,2008,2,2008-10-26,prefeito,301967,791,248053,53914,225338,5888,16827,225338,0
4209102,2008,2,2008-10-26,prefeito,340483,908,295168,45315,275090,6911,13167,275090,0
4200051,2010,1,2010-10-03,deputado estadual,2131,9,1969,162,1912,42,15,1795,117
4200051,2010,1,2010-10-03,deputado federal,2131,9,1969,162,1830,113,26,1719,111
4200051,2010,1,2010-10-03,governador,2131,9,1969,162,1841,54,74,1841,0
4200051,2010,1,2010-10-03,presidente,2131,9,1969,162,1856,32,81,1856,0
4200051,2010,1,2010-10-03,senador,2131,9,1969,162,3410,298,230,3410,0
4200101,2010,1,2010-10-03,deputado estadual,12154,45,9738,2416,9020,498,220,8068,952
4200101,2010,1,2010-10-03,deputado federal,12154,45,9738,2416,8974,577,187,8262,712
4200101,2010,1,2010-10-03,governador,12154,45,9738,2416,8613,461,664,8613,0
4200101,2010,1,2010-10-03,presidente,12154,45,9738,2416,9137,218,383,9137,0
4200101,2010,1,2010-10-03,senador,12154,45,9738,2416,15974,1780,1722,15974,0
4200200,2010,1,2010-10-03,deputado estadual,6833,23,6051,782,5353,479,219,4912,441
4200200,2010,1,2010-10-03,deputado federal,6833,23,6051,782,5259,574,218,4904,355
4200200,2010,1,2010-10-03,governador,6833,23,6051,782,5337,344,370,5337,0
4200200,2010,1,2010-10-03,presidente,6833,23,6051,782,5635,217,199,5635,0
4200200,2010,1,2010-10-03,senador,6833,23,6051,782,9253,1660,1189,9253,0
4200309,2010,1,2010-10-03,deputado estadual,3530,15,3189,341,3025,110,54,2850,175
4200309,2010,1,2010-10-03,deputado federal,3530,15,3189,341,2934,186,69,2798,136
4200309,2010,1,2010-10-03,governador,3530,15,3189,341,2923,120,146,2923,0
4200309,2010,1,2010-10-03,presidente,3530,15,3189,341,2984,93,112,2984,0
4200309,2010,1,2010-10-03,senador,3530,15,3189,341,5533,454,391,5533,0
4200408,2010,1,2010-10-03,deputado estadual,5382,18,4449,933,4206,181,62,3884,322
4200408,2010,1,2010-10-03,deputado federal,5382,18,4449,933,4173,212,64,3907,266
4200408,2010,1,2010-10-03,governador,5382,18,4449,933,4083,136,230,4083,0
4200408,2010,1,2010-10-03,presidente,5382,18,4449,933,4129,110,210,4129,0
4200408,2010,1,2010-10-03,senador,5382,18,4449,933,7777,543,578,7777,0
4200507,2010,1,2010-10-03,deputado estadual,4523,13,3784,739,3476,228,80,3109,367
4200507,2010,1,2010-10-03,deputado federal,4523,13,3784,739,3440,290,54,3168,272
4200507,2010,1,2010-10-03,governador,4523,13,3784,739,3320,225,239,3320,0
4200507,2010,1,2010-10-03,presidente,4523,13,3784,739,3469,131,184,3469,0
4200507,2010,1,2010-10-03,senador,4523,13,3784,739,5988,936,644,5988,0
4200556,2010,1,2010-10-03,deputado estadual,2113,9,1949,164,1870,48,31,1778,92
4200556,2010,1,2010-10-03,deputado federal,2113,9,1949,164,1876,45,28,1795,81
4200556,2010,1,2010-10-03,governador,2113,9,1949,164,1836,41,72,1836,0
4200556,2010,1,2010-10-03,presidente,2113,9,1949,164,1874,19,56,1874,0
4200556,2010,1,2010-10-03,senador,2113,9,1949,164,3596,118,184,3596,0
4200606,2010,1,2010-10-03,deputado estadual,4888,21,4587,301,4187,256,144,3700,487
4200606,2010,1,2010-10-03,deputado federal,4888,21,4587,301,4034,378,175,3752,282
4200606,2010,1,2010-10-03,governador,4888,21,4587,301,4118,223,246,4118,0
4200606,2010,1,2010-10-03,presidente,4888,21,4587,301,4221,163,203,4221,0
4200606,2010,1,2010-10-03,senador,4888,21,4587,301,7205,1023,946,7205,0
4200705,2010,1,2010-10-03,deputado estadual,6979,26,6466,513,6197,184,85,5465,732
4200705,2010,1,2010-10-03,deputado federal,6979,26,6466,513,6170,226,70,5850,320
4200705,2010,1,2010-10-03,governador,6979,26,6466,513,6013,173,280,6013,0
4200705,2010,1,2010-10-03,presidente,6979,26,6466,513,6121,126,219,6121,0
4200705,2010,1,2010-10-03,senador,6979,26,6466,513,11314,791,827,11314,0
4200754,2010,1,2010-10-03,deputado estadual,1683,8,1542,141,1490,28,24,1404,86
4200754,2010,1,2010-10-03,deputado federal,1683,8,1542,141,1453,60,29,1386,67
4200754,2010,1,2010-10-03,governador,1683,8,1542,141,1422,40,80,1422,0
4200754,2010,1,2010-10-03,presidente,1683,8,1542,141,1459,23,60,1459,0
4200754,2010,1,2010-10-03,senador,1683,8,1542,141,2710,165,209,2710,0
4200804,2010,1,2010-10-03,deputado estadual,5022,20,4278,744,3929,250,99,3603,326
4200804,2010,1,2010-10-03,deputado federal,5022,20,4278,744,3926,278,74,3658,268
4200804,2010,1,2010-10-03,governador,5022,20,4278,744,3826,198,254,3826,0
4200804,2010,1,2010-10-03,presidente,5022,20,4278,744,3999,124,155,3999,0
4200804,2010,1,2010-10-03,senador,5022,20,4278,744,7066,826,664,7066,0
4200903,2010,1,2010-10-03,deputado estadual,4574,21,4177,397,3908,197,72,3242,666
4200903,2010,1,2010-10-03,deputado federal,4574,21,4177,397,3866,232,79,3621,245
4200903,2010,1,2010-10-03,governador,4574,21,4177,397,3893,123,161,3893,0
4200903,2010,1,2010-10-03,presidente,4574,21,4177,397,3944,84,149,3944,0
4200903,2010,1,2010-10-03,senador,4574,21,4177,397,7153,626,575,7153,0
4201000,2010,1,2010-10-03,deputado estadual,7562,24,5643,1919,5237,314,92,4812,425
4201000,2010,1,2010-10-03,deputado federal,7562,24,5643,1919,5059,489,95,4660,399
4201000,2010,1,2010-10-03,governador,7562,24,5643,1919,5069,244,330,5069,0
4201000,2010,1,2010-10-03,presidente,7562,24,5643,1919,5165,195,283,5165,0
4201000,2010,1,2010-10-03,senador,7562,24,5643,1919,9249,1179,858,9249,0
4201109,2010,1,2010-10-03,deputado estadual,2753,14,2362,391,2194,116,52,1853,341
4201109,2010,1,2010-10-03,deputado federal,2753,14,2362,391,2156,157,49,2038,118
4201109,2010,1,2010-10-03,governador,2753,14,2362,391,2153,87,122,2153,0
4201109,2010,1,2010-10-03,presidente,2753,14,2362,391,2206,69,87,2206,0
4201109,2010,1,2010-10-03,senador,2753,14,2362,391,3918,434,372,3918,0
4201208,2010,1,2010-10-03,deputado estadual,6055,18,5612,443,5165,294,153,4099,1066
4201208,2010,1,2010-10-03,deputado federal,6055,18,5612,443,5043,378,191,4713,330
4201208,2010,1,2010-10-03,governador,6055,18,5612,443,5098,184,330,5098,0
4201208,2010,1,2010-10-03,presidente,6055,18,5612,443,5179,154,279,5179,0
4201208,2010,1,2010-10-03,senador,6055,18,5612,443,9348,964,912,9348,0
4201257,2010,1,2010-10-03,deputado estadual,6984,28,5992,992,5624,262,106,5274,350
4201257,2010,1,2010-10-03,deputado federal,6984,28,5992,992,5454,406,132,5155,299
4201257,2010,1,2010-10-03,governador,6984,28,5992,992,5480,236,276,5480,0
4201257,2010,1,2010-10-03,presidente,6984,28,5992,992,5616,171,205,5616,0
4201257,2010,1,2010-10-03,senador,6984,28,5992,992,9989,1106,889,9989,0
4201273,2010,1,2010-10-03,deputado estadual,3441,16,3041,400,2885,102,54,2713,172
4201273,2010,1,2010-10-03,deputado federal,3441,16,3041,400,2824,155,62,2665,159
4201273,2010,1,2010-10-03,governador,3441,16,3041,400,2799,129,113,2799,0
4201273,2010,1,2010-10-03,presidente,3441,16,3041,400,2845,84,112,2845,0
4201273,2010,1,2010-10-03,senador,3441,16,3041,400,5288,412,382,5288,0
4201307,2010,1,2010-10-03,deputado estadual,13822,42,11528,2294,9939,565,1024,8974,965
4201307,2010,1,2010-10-03,deputado federal,13822,42,11528,2294,10477,794,257,9523,954
4201307,2010,1,2010-10-03,governador,13822,42,11528,2294,10228,509,791,10228,0
4201307,2010,1,2010-10-03,presidente,13822,42,11528,2294,10755,314,459,10755,0
4201307,2010,1,2010-10-03,senador,13822,42,11528,2294,19349,1789,1918,19349,0
4201406,2010,1,2010-10-03,deputado estadual,44517,130,38128,6389,35909,1510,709,33543,2366
4201406,2010,1,2010-10-03,deputado federal,44517,130,38128,6389,35914,1676,538,34047,1867
4201406,2010,1,2010-10-03,governador,44517,130,38128,6389,34685,1412,2031,34685,0
4201406,2010,1,2010-10-03,presidente,44517,130,38128,6389,35962,853,1313,35962,0
4201406,2010,1,2010-10-03,senador,44517,130,38128,6389,64857,6355,5044,64857,0
4201505,2010,1,2010-10-03,deputado estadual,5620,18,5060,560,4782,197,81,4427,355
4201505,2010,1,2010-10-03,deputado federal,5620,18,5060,560,4675,304,81,4368,307
4201505,2010,1,2010-10-03,governador,5620,18,5060,560,4643,180,237,4643,0
4201505,2010,1,2010-10-03,presidente,5620,18,5060,560,4708,147,205,4708,0
4201505,2010,1,2010-10-03,senador,5620,18,5060,560,8525,881,714,8525,0
4201604,2010,1,2010-10-03,deputado estadual,2911,11,2551,360,2463,58,30,2296,167
4201604,2010,1,2010-10-03,deputado federal,2911,11,2551,360,2442,81,28,2291,151
4201604,2010,1,2010-10-03,governador,2911,11,2551,360,2371,57,123,2371,0
4201604,2010,1,2010-10-03,presidente,2911,11,2551,360,2418,34,99,2418,0
4201604,2010,1,2010-10-03,senador,2911,11,2551,360,4573,220,309,4573,0
4201653,2010,1,2010-10-03,deputado estadual,1801,7,1692,109,1632,44,16,1505,127
4201653,2010,1,2010-10-03,deputado federal,1801,7,1692,109,1635,45,12,1547,88
4201653,2010,1,2010-10-03,governador,1801,7,1692,109,1587,34,71,1587,0
4201653,2010,1,2010-10-03,presidente,1801,7,1692,109,1580,35,77,1580,0
4201653,2010,1,2010-10-03,senador,1801,7,1692,109,3041,142,201,3041,0
4201703,2010,1,2010-10-03,deputado estadual,5768,20,5013,755,4492,339,182,4125,367
4201703,2010,1,2010-10-03,deputado federal,5768,20,5013,755,4321,482,210,3985,336
4201703,2010,1,2010-10-03,governador,5768,20,5013,755,4383,305,325,4383,0
4201703,2010,1,2010-10-03,presidente,5768,20,5013,755,4617,179,217,4617,0
4201703,2010,1,2010-10-03,senador,5768,20,5013,755,7786,1209,1031,7786,0
4201802,2010,1,2010-10-03,deputado estadual,2791,9,2480,311,2320,109,51,2171,149
4201802,2010,1,2010-10-03,deputado federal,2791,9,2480,311,2321,116,43,2215,106
4201802,2010,1,2010-10-03,governador,2791,9,2480,311,2268,95,117,2268,0
4201802,2010,1,2010-10-03,presidente,2791,9,2480,311,2309,78,93,2309,0
4201802,2010,1,2010-10-03,senador,2791,9,2480,311,4140,450,370,4140,0
4201901,2010,1,2010-10-03,deputado estadual,4063,17,3777,286,3500,182,95,3282,218
4201901,2010,1,2010-10-03,deputado federal,4063,17,3777,286,3496,205,76,3327,169
4201901,2010,1,2010-10-03,governador,4063,17,3777,286,3500,137,140,3500,0
4201901,2010,1,2010-10-03,presidente,4063,17,3777,286,3562,106,109,3562,0
4201901,2010,1,2010-10-03,senador,4063,17,3777,286,6383,676,495,6383,0
4201950,2010,1,2010-10-03,deputado estadual,6757,19,5628,1129,5314,196,118,4924,390
4201950,2010,1,2010-10-03,deputado federal,6757,19,5628,1129,5283,238,107,4915,368
4201950,2010,1,2010-10-03,governador,6757,19,5628,1129,5132,180,316,5132,0
4201950,2010,1,2010-10-03,presidente,6757,19,5628,1129,5322,89,217,5322,0
4201950,2010,1,2010-10-03,senador,6757,19,5628,1129,9543,863,850,9543,0
4202008,2010,1,2010-10-03,deputado estadual,80169,212,64376,15793,57942,3763,2671,53549,4393
4202008,2010,1,2010-10-03,deputado federal,80169,212,64376,15793,56518,4888,2970,52143,4375
4202008,2010,1,2010-10-03,governador,80169,212,64376,15793,56102,3112,5162,56102,0
4202008,2010,1,2010-10-03,presidente,80169,212,64376,15793,60538,1502,2336,60538,0
4202008,2010,1,2010-10-03,senador,80169,212,64376,15793,100344,14629,13779,100344,0
4202057,2010,1,2010-10-03,deputado estadual,6933,18,5455,1478,4901,228,326,4345,556
4202057,2010,1,2010-10-03,deputado federal,6933,18,5455,1478,4989,305,161,4592,397
4202057,2010,1,2010-10-03,governador,6933,18,5455,1478,4857,195,403,4857,0
4202057,2010,1,2010-10-03,presidente,6933,18,5455,1478,5126,108,221,5126,0
4202057,2010,1,2010-10-03,senador,6933,18,5455,1478,9228,739,943,9228,0
4202073,2010,1,2010-10-03,deputado estadual,5999,17,4919,1080,4725,113,81,4433,292
4202073,2010,1,2010-10-03,deputado federal,5999,17,4919,1080,4559,281,79,4257,302
4202073,2010,1,2010-10-03,governador,5999,17,4919,1080,4483,185,251,4483,0
4202073,2010,1,2010-10-03,presidente,5999,17,4919,1080,4598,105,216,4598,0
4202073,2010,1,2010-10-03,senador,5999,17,4919,1080,8381,800,657,8381,0
4202081,2010,1,2010-10-03,deputado estadual,2435,9,2199,236,2089,79,31,1904,185
4202081,2010,1,2010-10-03,deputado federal,2435,9,2199,236,2081,87,31,1971,110
4202081,2010,1,2010-10-03,governador,2435,9,2199,236,2033,68,98,2033,0
4202081,2010,1,2010-10-03,presidente,2435,9,2199,236,2080,50,69,2080,0
4202081,2010,1,2010-10-03,senador,2435,9,2199,236,3897,235,266,3897,0
4202099,2010,1,2010-10-03,deputado estadual,1837,7,1658,179,1569,65,24,1442,127
4202099,2010,1,2010-10-03,deputado federal,1837,7,1658,179,1563,78,17,1478,85
4202099,2010,1,2010-10-03,governador,1837,7,1658,179,1517,60,81,1517,0
4202099,2010,1,2010-10-03,presidente,1837,7,1658,179,1551,40,67,1551,0
4202099,2010,1,2010-10-03,senador,1837,7,1658,179,2919,185,212,2919,0
4202107,2010,1,2010-10-03,deputado estadual,15229,40,12198,3031,11017,601,580,9792,1225
4202107,2010,1,2010-10-03,deputado federal,15229,40,12198,3031,10688,1099,411,9690,998
4202107,2010,1,2010-10-03,governador,15229,40,12198,3031,10481,728,989,10481,0
4202107,2010,1,2010-10-03,presidente,15229,40,12198,3031,11285,371,542,11285,0
4202107,2010,1,2010-10-03,senador,15229,40,12198,3031,19232,2762,2402,19232,0
4202131,2010,1,2010-10-03,deputado estadual,4666,20,4101,565,3895,148,58,3615,280
4202131,2010,1,2010-10-03,deputado federal,4666,20,4101,565,3839,199,63,3649,190
4202131,2010,1,2010-10-03,governador,4666,20,4101,565,3731,141,229,3731,0
4202131,2010,1,2010-10-03,presidente,4666,20,4101,565,3830,99,172,3830,0
4202131,2010,1,2010-10-03,senador,4666,20,4101,565,7105,558,539,7105,0
4202156,2010,1,2010-10-03,deputado estadual,2046,9,1851,195,1743,81,27,1598,145
4202156,2010,1,2010-10-03,deputado federal,2046,9,1851,195,1728,105,18,1604,124
4202156,2010,1,2010-10-03,governador,2046,9,1851,195,1672,78,101,1672,0
4202156,2010,1,2010-10-03,presidente,2046,9,1851,195,1729,52,70,1729,0
4202156,2010,1,2010-10-03,senador,2046,9,1851,195,3068,354,280,3068,0
4202206,2010,1,2010-10-03,deputado estadual,7849,28,6947,902,6423,353,171,5958,465
4202206,2010,1,2010-10-03,deputado federal,7849,28,6947,902,5858,759,330,5382,476
4202206,2010,1,2010-10-03,governador,7849,28,6947,902,5982,492,473,5982,0
4202206,2010,1,2010-10-03,presidente,7849,28,6947,902,6385,279,283,6385,0
4202206,2010,1,2010-10-03,senador,7849,28,6947,902,10370,1937,1587,10370,0
4202305,2010,1,2010-10-03,deputado estadual,39422,112,34546,4876,30657,2497,1392,26630,4027
4202305,2010,1,2010-10-03,deputado federal,39422,112,34546,4876,29459,3508,1579,26873,2586
4202305,2010,1,2010-10-03,governador,39422,112,34546,4876,29613,2017,2916,29613,0
4202305,2010,1,2010-10-03,presidente,39422,112,34546,4876,31304,1437,1805,31304,0
4202305,2010,1,2010-10-03,senador,39422,112,34546,4876,51975,8686,8431,51975,0
4202404,2010,1,2010-10-03,deputado estadual,222292,614,193238,29054,168961,12890,11387,154993,13968
4202404,2010,1,2010-10-03,deputado federal,222292,614,193238,29054,167923,14151,11164,157718,10205
4202404,2010,1,2010-10-03,governador,222292,614,193238,29054,166387,9644,17207,166387,0
4202404,2010,1,2010-10-03,presidente,222292,614,193238,29054,178011,5848,9379,178011,0
4202404,2010,1,2010-10-03,senador,222292,614,193238,29054,293125,42369,50982,293125,0
4202438,2010,1,2010-10-03,deputado estadual,2587,13,2383,204,2311,50,22,2135,176
4202438,2010,1,2010-10-03,deputado federal,2587,13,2383,204,2298,59,26,2146,152
4202438,2010,1,2010-10-03,governador,2587,13,2383,204,2223,38,122,2223,0
4202438,2010,1,2010-10-03,presidente,2587,13,2383,204,2225,22,136,2225,0
4202438,2010,1,2010-10-03,senador,2587,13,2383,204,4229,185,352,4229,0
4202453,2010,1,2010-10-03,deputado estadual,9689,30,7907,1782,6968,551,388,6222,746
4202453,2010,1,2010-10-03,deputado federal,9689,30,7907,1782,6778,731,398,6180,598
4202453,2010,1,2010-10-03,governador,9689,30,7907,1782,6727,504,676,6727,0
4202453,2010,1,2010-10-03,presidente,9689,30,7907,1782,7293,227,387,7293,0
4202453,2010,1,2010-10-03,senador,9689,30,7907,1782,12018,2086,1710,12018,0
4202503,2010,1,2010-10-03,deputado estadual,3408,14,2906,502,2726,125,55,2451,275
4202503,2010,1,2010-10-03,deputado federal,3408,14,2906,502,2728,147,31,2499,229
4202503,2010,1,2010-10-03,governador,3408,14,2906,502,2638,90,178,2638,0
4202503,2010,1,2010-10-03,presidente,3408,14,2906,502,2720,53,133,2720,0
4202503,2010,1,2010-10-03,senador,3408,14,2906,502,4842,481,489,4842,0
4202537,2010,1,2010-10-03,deputado estadual,2044,7,1753,291,1638,85,30,1444,194
4202537,2010,1,2010-10-03,deputado federal,2044,7,1753,291,1626,93,34,1476,150
4202537,2010,1,2010-10-03,governador,2044,7,1753,291,1583,82,88,1583,0
4202537,2010,1,2010-10-03,presidente,2044,7,1753,291,1594,49,110,1594,0
4202537,2010,1,2010-10-03,senador,2044,7,1753,291,2898,297,311,2898,0
4202578,2010,1,2010-10-03,deputado estadual,1750,7,1594,156,1526,50,18,1421,105
4202578,2010,1,2010-10-03,deputado federal,1750,7,1594,156,1524,56,14,1447,77
4202578,2010,1,2010-10-03,governador,1750,7,1594,156,1471,60,63,1471,0
4202578,2010,1,2010-10-03,presidente,1750,7,1594,156,1482,50,62,1482,0
4202578,2010,1,2010-10-03,senador,1750,7,1594,156,2832,184,172,2832,0
4202602,2010,1,2010-10-03,deputado estadual,6921,23,5697,1224,5317,242,138,4846,471
4202602,2010,1,2010-10-03,deputado federal,6921,23,5697,1224,5184,384,129,4762,422
4202602,2010,1,2010-10-03,governador,6921,23,5697,1224,5209,177,311,5209,0
4202602,2010,1,2010-10-03,presidente,6921,23,5697,1224,5329,130,238,5329,0
4202602,2010,1,2010-10-03,senador,6921,23,5697,1224,9503,928,963,9503,0
4202701,2010,1,2010-10-03,deputado estadual,3371,14,3186,185,2808,264,114,2631,177
4202701,2010,1,2010-10-03,deputado federal,3371,14,3186,185,2602,440,144,2400,202
4202701,2010,1,2010-10-03,governador,3371,14,3186,185,2617,346,223,2617,0
4202701,2010,1,2010-10-03,presidente,3371,14,3186,185,2833,215,138,2833,0
4202701,2010,1,2010-10-03,senador,3371,14,3186,185,4260,1333,779,4260,0
4202800,2010,1,2010-10-03,deputado estadual,21045,66,18683,2362,17851,511,321,16915,936
4202800,2010,1,2010-10-03,deputado federal,21045,66,18683,2362,17406,940,337,16487,919
4202800,2010,1,2010-10-03,governador,21045,66,18683,2362,17153,666,864,17153,0
4202800,2010,1,2010-10-03,presidente,21045,66,18683,2362,17542,469,672,17542,0
4202800,2010,1,2010-10-03,senador,21045,66,18683,2362,32011,2741,2614,32011,0
4202859,2010,1,2010-10-03,deputado estadual,2889,11,2500,389,2327,104,69,2169,158
4202859,2010,1,2010-10-03,deputado federal,2889,11,2500,389,2248,162,90,2093,155
4202859,2010,1,2010-10-03,governador,2889,11,2500,389,2287,80,133,2287,0
4202859,2010,1,2010-10-03,presidente,2889,11,2500,389,2345,53,102,2345,0
4202859,2010,1,2010-10-03,senador,2889,11,2500,389,4177,365,458,4177,0
4202875,2010,1,2010-10-03,deputado estadual,2417,12,2173,244,2102,50,21,1938,164
4202875,2010,1,2010-10-03,deputado federal,2417,12,2173,244,2088,68,17,1960,128
4202875,2010,1,2010-10-03,governador,2417,12,2173,244,2017,46,110,2017,0
4202875,2010,1,2010-10-03,presidente,2417,12,2173,244,2024,30,119,2024,0
4202875,2010,1,2010-10-03,senador,2417,12,2173,244,3797,278,271,3797,0
4202909,2010,1,2010-10-03,deputado estadual,72922,203,64580,8342,57751,3888,2941,54061,3690
4202909,2010,1,2010-10-03,deputado federal,72922,203,64580,8342,53354,6982,4244,49204,4150
4202909,2010,1,2010-10-03,governador,72922,203,64580,8342,54723,4326,5531,54723,0
4202909,2010,1,2010-10-03,presidente,72922,203,64580,8342,59459,2231,2890,59459,0
4202909,2010,1,2010-10-03,senador,72922,203,64580,8342,96297,16568,16295,96297,0
4203006,2010,1,2010-10-03,deputado estadual,49914,156,41481,8433,38951,1745,785,36311,2640
4203006,2010,1,2010-10-03,deputado federal,49914,156,41481,8433,37401,3208,872,34690,2711
4203006,2010,1,2010-10-03,governador,49914,156,41481,8433,36928,1971,2582,36928,0
4203006,2010,1,2010-10-03,presidente,49914,156,41481,8433,38164,1321,1996,38164,0
4203006,2010,1,2010-10-03,senador,49914,156,41481,8433,69480,7110,6372,69480,0
4203105,2010,1,2010-10-03,deputado estadual,4752,20,4182,570,3947,129,106,3617,330
4203105,2010,1,2010-10-03,deputado federal,4752,20,4182,570,3912,154,116,3648,264
4203105,2010,1,2010-10-03,governador,4752,20,4182,570,3793,125,264,3793,0
4203105,2010,1,2010-10-03,presidente,4752,20,4182,570,3834,95,253,3834,0
4203105,2010,1,2010-10-03,senador,4752,20,4182,570,7189,447,728,7189,0
4203154,2010,1,2010-10-03,deputado estadual,3136,13,2405,731,2328,58,19,2151,177
4203154,2010,1,2010-10-03,deputado federal,3136,13,2405,731,2297,83,25,2119,178
4203154,2010,1,2010-10-03,governador,3136,13,2405,731,2195,70,140,2195,0
4203154,2010,1,2010-10-03,presidente,3136,13,2405,731,2229,48,128,2229,0
4203154,2010,1,2010-10-03,senador,3136,13,2405,731,4253,212,345,4253,0
4203204,2010,1,2010-10-03,deputado estadual,32616,93,27275,5341,24662,1811,802,22607,2055
4203204,2010,1,2010-10-03,deputado federal,32616,93,27275,5341,24051,2414,810,22129,1922
4203204,2010,1,2010-10-03,governador,32616,93,27275,5341,23842,1566,1867,23842,0
4203204,2010,1,2010-10-03,presidente,32616,93,27275,5341,25333,859,1083,25333,0
4203204,2010,1,2010-10-03,senador,32616,93,27275,5341,43144,6502,4904,43144,0
4203253,2010,1,2010-10-03,deputado estadual,2776,12,2406,370,2305,65,36,2139,166
4203253,2010,1,2010-10-03,deputado federal,2776,12,2406,370,2291,84,31,2133,158
4203253,2010,1,2010-10-03,governador,2776,12,2406,370,2212,49,145,2212,0
4203253,2010,1,2010-10-03,presidente,2776,12,2406,370,2239,37,130,2239,0
4203253,2010,1,2010-10-03,senador,2776,12,2406,370,4267,199,346,4267,0
4203303,2010,1,2010-10-03,deputado estadual,9165,27,7801,1364,7147,441,213,6600,547
4203303,2010,1,2010-10-03,deputado federal,9165,27,7801,1364,7051,544,206,6680,371
4203303,2010,1,2010-10-03,governador,9165,27,7801,1364,6819,417,565,6819,0
4203303,2010,1,2010-10-03,presidente,9165,27,7801,1364,7215,217,369,7215,0
4203303,2010,1,2010-10-03,senador,9165,27,7801,1364,12840,1446,1316,12840,0
4203402,2010,1,2010-10-03,deputado estadual,5623,21,4815,808,4545,195,75,4197,348
4203402,2010,1,2010-10-03,deputado federal,5623,21,4815,808,4516,241,58,4185,331
4203402,2010,1,2010-10-03,governador,5623,21,4815,808,4432,116,267,4432,0
4203402,2010,1,2010-10-03,presidente,5623,21,4815,808,4462,92,261,4462,0
4203402,2010,1,2010-10-03,senador,5623,21,4815,808,8426,545,659,8426,0
4203501,2010,1,2010-10-03,deputado estadual,6878,25,5494,1384,5076,315,103,4537,539
4203501,2010,1,2010-10-03,deputado federal,6878,25,5494,1384,5061,330,103,4646,415
4203501,2010,1,2010-10-03,governador,6878,25,5494,1384,4902,243,349,4902,0
4203501,2010,1,2010-10-03,presidente,6878,25,5494,1384,5084,147,263,5084,0
4203501,2010,1,2010-10-03,senador,6878,25,5494,1384,9079,949,960,9079,0
4203600,2010,1,2010-10-03,deputado estadual,24241,78,19895,4346,18660,914,321,17029,1631
4203600,2010,1,2010-10-03,deputado federal,24241,78,19895,4346,18021,1537,337,16781,1240
4203600,2010,1,2010-10-03,governador,24241,78,19895,4346,17842,866,1187,17842,0
4203600,2010,1,2010-10-03,presidente,24241,78,19895,4346,18278,677,940,18278,0
4203600,2010,1,2010-10-03,senador,24241,78,19895,4346,32688,4163,2939,32688,0
4203709,2010,1,2010-10-03,deputado estadual,8014,24,6823,1191,6301,388,134,5186,1115
4203709,2010,1,2010-10-03,deputado federal,8014,24,6823,1191,6140,549,134,5695,445
4203709,2010,1,2010-10-03,governador,8014,24,6823,1191,6042,349,432,6042,0
4203709,2010,1,2010-10-03,presidente,8014,24,6823,1191,6315,213,295,6315,0
4203709,2010,1,2010-10-03,senador,8014,24,6823,1191,11112,1419,1115,11112,0
4203808,2010,1,2010-10-03,deputado estadual,39675,129,33055,6620,30860,1566,629,28732,2128
4203808,2010,1,2010-10-03,deputado federal,39675,129,33055,6620,30175,2228,652,28685,1490
4203808,2010,1,2010-10-03,governador,39675,129,33055,6620,29730,1485,1840,29730,0
4203808,2010,1,2010-10-03,presidente,39675,129,33055,6620,31083,848,1124,31083,0
4203808,2010,1,2010-10-03,senador,39675,129,33055,6620,55063,6260,4787,55063,0
4203907,2010,1,2010-10-03,deputado estadual,15236,46,13004,2232,12221,533,250,11059,1162
4203907,2010,1,2010-10-03,deputado federal,15236,46,13004,2232,11614,1069,321,10884,730
4203907,2010,1,2010-10-03,governador,15236,46,13004,2232,11508,709,787,11508,0
4203907,2010,1,2010-10-03,presidente,15236,46,13004,2232,11908,474,622,11908,0
4203907,2010,1,2010-10-03,senador,15236,46,13004,2232,20962,3043,2003,20962,0
4203956,2010,1,2010-10-03,deputado estadual,15269,48,13609,1660,12788,540,281,11925,863
4203956,2010,1,2010-10-03,deputado federal,15269,48,13609,1660,12239,1003,367,11365,874
4203956,2010,1,2010-10-03,governador,15269,48,13609,1660,12136,562,911,12136,0
4203956,2010,1,2010-10-03,presidente,15269,48,13609,1660,12730,346,533,12730,0
4203956,2010,1,2010-10-03,senador,15269,48,13609,1660,22189,2637,2392,22189,0
4204004,2010,1,2010-10-03,deputado estadual,6787,21,5841,946,5300,379,162,4637,663
4204004,2010,1,2010-10-03,deputado federal,6787,21,5841,946,5303,419,119,4845,458
